29,16
30,16
31,16
32,16
33,16
36,16
37,16
39,16
41,16
42,16
43,16
46,16
47,16
50,16
51,16
52,16
55,16
56,16
60,16
63,16
64,16
65,16
67,16
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
30,17
31,17
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,17
40,17
41,17
42,17
43,17
44,17
45,17
46,17
47,17
48,17
49,17
50,17
51,17
52,17
53,17
54,17
55,17
56,17
57,17
58,17
59,17
60,17
61,17
62,17
63,17
64,17
65,17
66,17
67,17
68,17
69,17
42,18
20,19
21,19
22,19
23,19
26,19
27,19
28,19
29,19
30,19
31,19
32,19
33,19
36,19
37,19
39,19
41,19
42,19
43,19
46,19
47,19
50,19
51,19
52,19
55,19
56,19
60,19
63,19
64,19
65,19
67,19
21,20
22,20
23,20
26,20
27,20
28,20
29,20
30,20
31,20
32,20
33,20
36,20
37,20
39,20
41,20
42,20
43,20
46,20
47,20
50,20
51,20
52,20
55,20
56,20
60,20
63,20
64,20
65,20
67,20
22,21
23,21
26,21
27,21
28,21
29,21
30,21
31,21
32,21
33,21
36,21
37,21
39,21
41,21
42,21
43,21
46,21
47,21
50,21
51,21
52,21
55,21
56,21
60,21
63,21
64,21
65,21
67,21
23,22
26,22
27,22
28,22
29,22
30,22
31,22
32,22
33,22
36,22
37,22
39,22
41,22
42,22
43,22
46,22
47,22
50,22
51,22
52,22
55,22
56,22
60,22
63,22
64,22
65,22
67,22
26,23
27,23
28,23
29,23
30,23
31,23
32,23
33,23
36,23
37,23
39,23
41,23
42,23
43,23
46,23
47,23
50,23
51,23
52,23
55,23
56,23
60,23
63,23
64,23
65,23
67,23
42,24
42,25
27,26
28,26
29,26
30,26
31,26
32,26
33,26
36,26
37,26
39,26
41,26
42,26
43,26
46,26
47,26
50,26
51,26
52,26
55,26
56,26
60,26
63,26
64,26
65,26
67,26
28,27
29,27
30,27
31,27
32,27
33,27
36,27
37,27
39,27
41,27
42,27
43,27
46,27
47,27
50,27
51,27
52,27
55,27
56,27
60,27
63,27
64,27
65,27
67,27
29,28
30,28
31,28
32,28
33,28
36,28
37,28
39,28
41,28
42,28
43,28
46,28
47,28
50,28
51,28
52,28
55,28
56,28
60,28
63,28
64,28
65,28
67,28
30,29
31,29
32,29
33,29
36,29
37,29
39,29
41,29
42,29
43,29
46,29
47,29
50,29
51,29
52,29
55,29
56,29
60,29
63,29
64,29
65,29
67,29
31,30
32,30
33,30
36,30
37,30
39,30
41,30
42,30
43,30
46,30
47,30
50,30
51,30
52,30
55,30
56,30
60,30
63,30
64,30
65,30
67,30
32,31
33,31
36,31
37,31
39,31
41,31
42,31
43,31
46,31
47,31
50,31
51,31
52,31
55,31
56,31
60,31
63,31
64,31
65,31
67,31
33,32
36,32
37,32
39,32
41,32
42,32
43,32
46,32
47,32
50,32
51,32
52,32
55,32
56,32
60,32
63,32
64,32
65,32
67,32
36,33
37,33
39,33
41,33
42,33
43,33
46,33
47,33
50,33
51,33
52,33
55,33
56,33
60,33
63,33
64,33
65,33
67,33
42,34
42,35
37,36
39,36
41,36
42,36
43,36
46,36
47,36
50,36
51,36
52,36
55,36
56,36
60,36
63,36
64,36
65,36
67,36
39,37
41,37
42,37
43,37
46,37
47,37
50,37
51,37
52,37
55,37
56,37
60,37
63,37
64,37
65,37
67,37
42,38
41,39
42,39
43,39
46,39
47,39
50,39
51,39
52,39
55,39
56,39
60,39
63,39
64,39
65,39
67,39
42,40
42,41
43,41
46,41
47,41
50,41
51,41
52,41
55,41
56,41
60,41
63,41
64,41
65,41
67,41
43,42
44,42
45,42
46,42
47,42
48,42
49,42
50,42
51,42
52,42
53,42
54,42
55,42
56,42
57,42
58,42
59,42
60,42
61,42
62,42
63,42
64,42
65,42
66,42
67,42
68,42
69,42
46,43
47,43
50,43
51,43
52,43
55,43
56,43
60,43
63,43
64,43
65,43
67,43
67,44
47,46
50,46
51,46
52,46
55,46
56,46
60,46
63,46
64,46
65,46
67,46
50,47
51,47
52,47
55,47
56,47
60,47
63,47
64,47
65,47
67,47
51,50
52,50
55,50
56,50
60,50
63,50
64,50
65,50
67,50
52,51
55,51
56,51
60,51
63,51
64,51
65,51
67,51
55,52
56,52
60,52
63,52
64,52
65,52
67,52
56,55
60,55
63,55
64,55
65,55
67,55
60,56
63,56
64,56
65,56
67,56
63,60
64,60
65,60
67,60
64,63
65,63
67,63
65,64
67,64
67,65
